variable,lat,lon,value
cloud-cover_monthly-mean,-3.5,27.5,0.8096235990524292
cloud-cover_monthly-mean,-3.5,28.0,0.794252872467041
cloud-cover_monthly-mean,-3.5,28.5,0.7997651696205139
cloud-cover_monthly-mean,-3.5,29.0,0.7172423005104065
cloud-cover_monthly-mean,-3.5,29.5,0.7490202784538269
cloud-cover_monthly-mean,-3.5,30.0,0.7026684880256653
cloud-cover_monthly-mean,-3.5,30.5,0.70421302318573
cloud-cover_monthly-mean,-3.5,31.0,0.6862000226974487
cloud-cover_monthly-mean,-3.5,31.5,0.6904287934303284
cloud-cover_monthly-mean,-3.5,32.0,0.6379969716072083
cloud-cover_monthly-mean,-3.5,32.5,0.6271769404411316
cloud-cover_monthly-mean,-3.5,33.0,0.5981709361076355
cloud-cover_monthly-mean,-3.5,33.5,0.5692824125289917
cloud-cover_monthly-mean,-3.5,34.0,0.5488886833190918
cloud-cover_monthly-mean,-3.5,34.5,0.5269442200660706
cloud-cover_monthly-mean,-3.0,0.5,0.5505984425544739
cloud-cover_monthly-mean,-3.0,1.0,0.5543866157531738
cloud-cover_monthly-mean,-3.0,1.5,0.5638384222984314
cloud-cover_monthly-mean,-3.0,2.0,0.5698843002319336
cloud-cover_monthly-mean,-3.0,2.5,0.583950936794281
cloud-cover_monthly-mean,-3.0,3.0,0.6007270812988281
cloud-cover_monthly-mean,-3.0,3.5,0.6088019609451294
cloud-cover_monthly-mean,-3.0,4.0,0.6112725734710693
cloud-cover_monthly-mean,-3.0,4.5,0.6174628138542175
cloud-cover_monthly-mean,-3.0,5.0,0.6254550218582153
cloud-cover_monthly-mean,-3.0,5.5,0.6309676170349121
cloud-cover_monthly-mean,-3.0,6.0,0.6365410089492798
cloud-cover_monthly-mean,-3.0,6.5,0.639991044998169
cloud-cover_monthly-mean,-3.0,7.0,0.6545935869216919
cloud-cover_monthly-mean,-3.0,7.5,0.6693419218063354
cloud-cover_monthly-mean,-3.0,8.0,0.683902382850647
cloud-cover_monthly-mean,-3.0,8.5,0.6995857954025269
cloud-cover_monthly-mean,-3.0,9.0,0.7159932255744934
cloud-cover_monthly-mean,-3.0,9.5,0.735575258731842
cloud-cover_monthly-mean,-3.0,10.0,0.7691903710365295
cloud-cover_monthly-mean,-3.0,10.5,0.8494445085525513
cloud-cover_monthly-mean,-3.0,11.0,0.8794074058532715
cloud-cover_monthly-mean,-3.0,11.5,0.8646854162216187
cloud-cover_monthly-mean,-3.0,12.0,0.8554302453994751
cloud-cover_monthly-mean,-3.0,12.5,0.862148106098175
cloud-cover_monthly-mean,-3.0,13.0,0.8572765588760376
cloud-cover_monthly-mean,-3.0,13.5,0.8441520929336548
cloud-cover_monthly-mean,-3.0,14.0,0.8201695680618286
cloud-cover_monthly-mean,-3.0,14.5,0.8062945604324341
cloud-cover_monthly-mean,-3.0,15.0,0.7786990404129028
cloud-cover_monthly-mean,-3.0,15.5,0.8003662824630737
cloud-cover_monthly-mean,-3.0,16.0,0.7825560569763184
cloud-cover_monthly-mean,-3.0,16.5,0.7796517610549927
cloud-cover_monthly-mean,-3.0,17.0,0.780292809009552
cloud-cover_monthly-mean,-3.0,17.5,0.7860239744186401
cloud-cover_monthly-mean,-3.0,18.0,0.7986555695533752
cloud-cover_monthly-mean,-3.0,18.5,0.811792254447937
cloud-cover_monthly-mean,-3.0,19.0,0.8186222314834595
cloud-cover_monthly-mean,-3.0,19.5,0.816861093044281
cloud-cover_monthly-mean,-3.0,20.0,0.8189433813095093
cloud-cover_monthly-mean,-3.0,20.5,0.8182152509689331
cloud-cover_monthly-mean,-3.0,21.0,0.814045786857605
cloud-cover_monthly-mean,-3.0,21.5,0.8178885579109192
cloud-cover_monthly-mean,-3.0,22.0,0.8216904401779175
cloud-cover_monthly-mean,-3.0,22.5,0.8255457282066345
cloud-cover_monthly-mean,-3.0,23.0,0.8317756652832031
cloud-cover_monthly-mean,-3.0,23.5,0.8275315165519714
cloud-cover_monthly-mean,-3.0,24.0,0.8180385828018188
cloud-cover_monthly-mean,-3.0,24.5,0.8207527995109558
cloud-cover_monthly-mean,-3.0,25.0,0.8139234185218811
cloud-cover_monthly-mean,-3.0,25.5,0.8157433271408081
cloud-cover_monthly-mean,-3.0,26.0,0.8238233923912048
cloud-cover_monthly-mean,-3.0,26.5,0.8264166712760925
cloud-cover_monthly-mean,-3.0,27.0,0.8253019452095032
cloud-cover_monthly-mean,-3.0,27.5,0.8308804631233215
cloud-cover_monthly-mean,-3.0,28.0,0.7820611596107483
cloud-cover_monthly-mean,-3.0,28.5,0.8185042142868042
cloud-cover_monthly-mean,-3.0,29.0,0.7298141121864319
cloud-cover_monthly-mean,-3.0,29.5,0.7388348579406738
cloud-cover_monthly-mean,-3.0,30.0,0.7323629856109619
cloud-cover_monthly-mean,-3.0,30.5,0.7184551954269409
cloud-cover_monthly-mean,-3.0,31.0,0.6850908398628235
cloud-cover_monthly-mean,-3.0,31.5,0.67718106508255
cloud-cover_monthly-mean,-3.0,32.0,0.6742382049560547
cloud-cover_monthly-mean,-3.0,32.5,0.644241988658905
cloud-cover_monthly-mean,-3.0,33.0,0.633293092250824
cloud-cover_monthly-mean,-3.0,33.5,0.6248957514762878
cloud-cover_monthly-mean,-3.0,34.0,0.6129120588302612
cloud-cover_monthly-mean,-3.0,34.5,0.5928921103477478
cloud-cover_monthly-mean,-2.5,0.5,0.5555431246757507
cloud-cover_monthly-mean,-2.5,1.0,0.5644398927688599
cloud-cover_monthly-mean,-2.5,1.5,0.5720434188842773
cloud-cover_monthly-mean,-2.5,2.0,0.5823012590408325
cloud-cover_monthly-mean,-2.5,2.5,0.5910533666610718
cloud-cover_monthly-mean,-2.5,3.0,0.6027708053588867
cloud-cover_monthly-mean,-2.5,3.5,0.6090366244316101
cloud-cover_monthly-mean,-2.5,4.0,0.6144322752952576
cloud-cover_monthly-mean,-2.5,4.5,0.6202317476272583
cloud-cover_monthly-mean,-2.5,5.0,0.6305834650993347
cloud-cover_monthly-mean,-2.5,5.5,0.643082857131958
cloud-cover_monthly-mean,-2.5,6.0,0.6516847610473633
cloud-cover_monthly-mean,-2.5,6.5,0.6605836153030396
cloud-cover_monthly-mean,-2.5,7.0,0.6752364039421082
cloud-cover_monthly-mean,-2.5,7.5,0.6873385310173035
cloud-cover_monthly-mean,-2.5,8.0,0.7031623125076294
cloud-cover_monthly-mean,-2.5,8.5,0.7174593210220337
cloud-cover_monthly-mean,-2.5,9.0,0.734408974647522
cloud-cover_monthly-mean,-2.5,9.5,0.766460120677948
cloud-cover_monthly-mean,-2.5,10.0,0.8501290082931519
cloud-cover_monthly-mean,-2.5,10.5,0.8978049159049988
cloud-cover_monthly-mean,-2.5,11.0,0.8890277147293091
cloud-cover_monthly-mean,-2.5,11.5,0.8732821345329285
cloud-cover_monthly-mean,-2.5,12.0,0.8876876831054688
cloud-cover_monthly-mean,-2.5,12.5,0.8834940791130066
cloud-cover_monthly-mean,-2.5,13.0,0.859697163105011
cloud-cover_monthly-mean,-2.5,13.5,0.8332545161247253
cloud-cover_monthly-mean,-2.5,14.0,0.816352367401123
cloud-cover_monthly-mean,-2.5,14.5,0.8037095665931702
cloud-cover_monthly-mean,-2.5,15.0,0.7903339862823486
cloud-cover_monthly-mean,-2.5,15.5,0.7968022227287292
cloud-cover_monthly-mean,-2.5,16.0,0.7655001878738403
cloud-cover_monthly-mean,-2.5,16.5,0.7908328771591187
cloud-cover_monthly-mean,-2.5,17.0,0.7946610450744629
cloud-cover_monthly-mean,-2.5,17.5,0.8035675287246704
cloud-cover_monthly-mean,-2.5,18.0,0.8001901507377625
cloud-cover_monthly-mean,-2.5,18.5,0.8035578727722168
cloud-cover_monthly-mean,-2.5,19.0,0.8273524045944214
cloud-cover_monthly-mean,-2.5,19.5,0.8226691484451294
cloud-cover_monthly-mean,-2.5,20.0,0.8206586241722107
cloud-cover_monthly-mean,-2.5,20.5,0.8202105760574341
cloud-cover_monthly-mean,-2.5,21.0,0.814662754535675
cloud-cover_monthly-mean,-2.5,21.5,0.8286864161491394
cloud-cover_monthly-mean,-2.5,22.0,0.8197532892227173
cloud-cover_monthly-mean,-2.5,22.5,0.827484667301178
cloud-cover_monthly-mean,-2.5,23.0,0.8438138365745544
cloud-cover_monthly-mean,-2.5,23.5,0.8431383967399597
cloud-cover_monthly-mean,-2.5,24.0,0.8304766416549683
cloud-cover_monthly-mean,-2.5,24.5,0.8328002691268921
cloud-cover_monthly-mean,-2.5,25.0,0.8309680223464966
cloud-cover_monthly-mean,-2.5,25.5,0.835722804069519
cloud-cover_monthly-mean,-2.5,26.0,0.839684247970581
cloud-cover_monthly-mean,-2.5,26.5,0.838283360004425
cloud-cover_monthly-mean,-2.5,27.0,0.8284074068069458
cloud-cover_monthly-mean,-2.5,27.5,0.7988596558570862
cloud-cover_monthly-mean,-2.5,28.0,0.779999315738678
cloud-cover_monthly-mean,-2.5,28.5,0.8209400177001953
cloud-cover_monthly-mean,-2.5,29.0,0.7335193753242493
cloud-cover_monthly-mean,-2.5,29.5,0.7656336426734924
cloud-cover_monthly-mean,-2.5,30.0,0.7461044192314148
cloud-cover_monthly-mean,-2.5,30.5,0.7168431878089905
cloud-cover_monthly-mean,-2.5,31.0,0.6895827054977417
cloud-cover_monthly-mean,-2.5,31.5,0.6723416447639465
cloud-cover_monthly-mean,-2.5,32.0,0.6563203930854797
cloud-cover_monthly-mean,-2.5,32.5,0.6475285291671753
cloud-cover_monthly-mean,-2.5,33.0,0.6477876305580139
cloud-cover_monthly-mean,-2.5,33.5,0.6417555809020996
cloud-cover_monthly-mean,-2.5,34.0,0.6459988355636597
cloud-cover_monthly-mean,-2.5,34.5,0.6294421553611755
cloud-cover_monthly-mean,-2.0,0.5,0.5678561925888062
cloud-cover_monthly-mean,-2.0,1.0,0.5772324204444885
cloud-cover_monthly-mean,-2.0,1.5,0.5829423069953918
cloud-cover_monthly-mean,-2.0,2.0,0.5898467302322388
cloud-cover_monthly-mean,-2.0,2.5,0.5975960493087769
cloud-cover_monthly-mean,-2.0,3.0,0.6063745021820068
cloud-cover_monthly-mean,-2.0,3.5,0.6120778322219849
cloud-cover_monthly-mean,-2.0,4.0,0.6229037642478943
cloud-cover_monthly-mean,-2.0,4.5,0.6367108821868896
cloud-cover_monthly-mean,-2.0,5.0,0.6419491767883301
cloud-cover_monthly-mean,-2.0,5.5,0.650780975818634
cloud-cover_monthly-mean,-2.0,6.0,0.6611693501472473
cloud-cover_monthly-mean,-2.0,6.5,0.6742315888404846
cloud-cover_monthly-mean,-2.0,7.0,0.6895487904548645
cloud-cover_monthly-mean,-2.0,7.5,0.7053608298301697
cloud-cover_monthly-mean,-2.0,8.0,0.718535840511322
cloud-cover_monthly-mean,-2.0,8.5,0.7333558201789856
cloud-cover_monthly-mean,-2.0,9.0,0.7519834041595459
cloud-cover_monthly-mean,-2.0,9.5,0.8304362297058105
cloud-cover_monthly-mean,-2.0,10.0,0.8749991655349731
cloud-cover_monthly-mean,-2.0,10.5,0.8913419842720032
cloud-cover_monthly-mean,-2.0,11.0,0.878282904624939
cloud-cover_monthly-mean,-2.0,11.5,0.8992430567741394
cloud-cover_monthly-mean,-2.0,12.0,0.9006537199020386
cloud-cover_monthly-mean,-2.0,12.5,0.8707438707351685
cloud-cover_monthly-mean,-2.0,13.0,0.8318969011306763
cloud-cover_monthly-mean,-2.0,13.5,0.8169162273406982
cloud-cover_monthly-mean,-2.0,14.0,0.8182392120361328
cloud-cover_monthly-mean,-2.0,14.5,0.793212890625
cloud-cover_monthly-mean,-2.0,15.0,0.7831963896751404
cloud-cover_monthly-mean,-2.0,15.5,0.7819585204124451
cloud-cover_monthly-mean,-2.0,16.0,0.784518301486969
cloud-cover_monthly-mean,-2.0,16.5,0.7844444513320923
cloud-cover_monthly-mean,-2.0,17.0,0.806590735912323
cloud-cover_monthly-mean,-2.0,17.5,0.8168430328369141
cloud-cover_monthly-mean,-2.0,18.0,0.805487334728241
cloud-cover_monthly-mean,-2.0,18.5,0.8015891313552856
cloud-cover_monthly-mean,-2.0,19.0,0.8344400525093079
cloud-cover_monthly-mean,-2.0,19.5,0.8235098719596863
cloud-cover_monthly-mean,-2.0,20.0,0.8225175738334656
cloud-cover_monthly-mean,-2.0,20.5,0.8248580694198608
cloud-cover_monthly-mean,-2.0,21.0,0.8249006867408752
cloud-cover_monthly-mean,-2.0,21.5,0.8288588523864746
cloud-cover_monthly-mean,-2.0,22.0,0.8294059038162231
cloud-cover_monthly-mean,-2.0,22.5,0.8318973779678345
cloud-cover_monthly-mean,-2.0,23.0,0.8495344519615173
cloud-cover_monthly-mean,-2.0,23.5,0.8444709777832031
cloud-cover_monthly-mean,-2.0,24.0,0.8432122468948364
cloud-cover_monthly-mean,-2.0,24.5,0.8434368371963501
cloud-cover_monthly-mean,-2.0,25.0,0.8434997797012329
cloud-cover_monthly-mean,-2.0,25.5,0.8484411835670471
cloud-cover_monthly-mean,-2.0,26.0,0.852310061454773
cloud-cover_monthly-mean,-2.0,26.5,0.8468729853630066
cloud-cover_monthly-mean,-2.0,27.0,0.8249800801277161
cloud-cover_monthly-mean,-2.0,27.5,0.8259251117706299
cloud-cover_monthly-mean,-2.0,28.0,0.814250111579895
cloud-cover_monthly-mean,-2.0,28.5,0.8432086706161499
cloud-cover_monthly-mean,-2.0,29.0,0.7703805565834045
cloud-cover_monthly-mean,-2.0,29.5,0.7397167086601257
cloud-cover_monthly-mean,-2.0,30.0,0.7472763061523438
cloud-cover_monthly-mean,-2.0,30.5,0.7185192704200745
cloud-cover_monthly-mean,-2.0,31.0,0.7022935152053833
cloud-cover_monthly-mean,-2.0,31.5,0.6875866651535034
cloud-cover_monthly-mean,-2.0,32.0,0.661460280418396
cloud-cover_monthly-mean,-2.0,32.5,0.66066974401474
cloud-cover_monthly-mean,-2.0,33.0,0.6607329845428467
cloud-cover_monthly-mean,-2.0,33.5,0.6564216613769531
cloud-cover_monthly-mean,-2.0,34.0,0.6655769348144531
cloud-cover_monthly-mean,-2.0,34.5,0.648527979850769
cloud-cover_monthly-mean,-1.5,0.5,0.5768972039222717
cloud-cover_monthly-mean,-1.5,1.0,0.5841681957244873
cloud-cover_monthly-mean,-1.5,1.5,0.5997354388237
cloud-cover_monthly-mean,-1.5,2.0,0.6031091213226318
cloud-cover_monthly-mean,-1.5,2.5,0.6095432043075562
cloud-cover_monthly-mean,-1.5,3.0,0.6180566549301147
cloud-cover_monthly-mean,-1.5,3.5,0.6290746927261353
cloud-cover_monthly-mean,-1.5,4.0,0.639519989490509
cloud-cover_monthly-mean,-1.5,4.5,0.6435791850090027
cloud-cover_monthly-mean,-1.5,5.0,0.65558922290802
cloud-cover_monthly-mean,-1.5,5.5,0.6695666909217834
cloud-cover_monthly-mean,-1.5,6.0,0.6779728531837463
cloud-cover_monthly-mean,-1.5,6.5,0.6857590675354004
cloud-cover_monthly-mean,-1.5,7.0,0.7021750211715698
cloud-cover_monthly-mean,-1.5,7.5,0.7176504731178284
cloud-cover_monthly-mean,-1.5,8.0,0.7326558232307434
cloud-cover_monthly-mean,-1.5,8.5,0.7425721287727356
cloud-cover_monthly-mean,-1.5,9.0,0.7734087705612183
cloud-cover_monthly-mean,-1.5,9.5,0.8658896684646606
cloud-cover_monthly-mean,-1.5,10.0,0.8770205974578857
cloud-cover_monthly-mean,-1.5,10.5,0.8839002251625061
cloud-cover_monthly-mean,-1.5,11.0,0.9051178693771362
cloud-cover_monthly-mean,-1.5,11.5,0.8930916786193848
cloud-cover_monthly-mean,-1.5,12.0,0.8586081266403198
cloud-cover_monthly-mean,-1.5,12.5,0.8293299674987793
cloud-cover_monthly-mean,-1.5,13.0,0.8139601349830627
cloud-cover_monthly-mean,-1.5,13.5,0.8134580254554749
cloud-cover_monthly-mean,-1.5,14.0,0.8148373365402222
cloud-cover_monthly-mean,-1.5,14.5,0.7874731421470642
cloud-cover_monthly-mean,-1.5,15.0,0.783471405506134
cloud-cover_monthly-mean,-1.5,15.5,0.792090892791748
cloud-cover_monthly-mean,-1.5,16.0,0.7975941896438599
cloud-cover_monthly-mean,-1.5,16.5,0.7946048974990845
cloud-cover_monthly-mean,-1.5,17.0,0.8078370690345764
cloud-cover_monthly-mean,-1.5,17.5,0.8289621472358704
cloud-cover_monthly-mean,-1.5,18.0,0.8322567939758301
cloud-cover_monthly-mean,-1.5,18.5,0.825835108757019
cloud-cover_monthly-mean,-1.5,19.0,0.8290086388587952
cloud-cover_monthly-mean,-1.5,19.5,0.8264373540878296
cloud-cover_monthly-mean,-1.5,20.0,0.8245812654495239
cloud-cover_monthly-mean,-1.5,20.5,0.8272018432617188
cloud-cover_monthly-mean,-1.5,21.0,0.8286678791046143
cloud-cover_monthly-mean,-1.5,21.5,0.8293595314025879
cloud-cover_monthly-mean,-1.5,22.0,0.8337289094924927
cloud-cover_monthly-mean,-1.5,22.5,0.8350401520729065
cloud-cover_monthly-mean,-1.5,23.0,0.846354603767395
cloud-cover_monthly-mean,-1.5,23.5,0.8467550873756409
cloud-cover_monthly-mean,-1.5,24.0,0.8506703972816467
cloud-cover_monthly-mean,-1.5,24.5,0.8539280891418457
cloud-cover_monthly-mean,-1.5,25.0,0.8540942072868347
cloud-cover_monthly-mean,-1.5,25.5,0.8573048114776611
cloud-cover_monthly-mean,-1.5,26.0,0.8599103093147278
cloud-cover_monthly-mean,-1.5,26.5,0.8615514636039734
cloud-cover_monthly-mean,-1.5,27.0,0.8577831983566284
cloud-cover_monthly-mean,-1.5,27.5,0.8401568531990051
cloud-cover_monthly-mean,-1.5,28.0,0.8221262693405151
cloud-cover_monthly-mean,-1.5,28.5,0.8289896845817566
cloud-cover_monthly-mean,-1.5,29.0,0.7969904541969299
cloud-cover_monthly-mean,-1.5,29.5,0.7420767545700073
cloud-cover_monthly-mean,-1.5,30.0,0.7422863841056824
cloud-cover_monthly-mean,-1.5,30.5,0.7181770205497742
cloud-cover_monthly-mean,-1.5,31.0,0.7315794825553894
cloud-cover_monthly-mean,-1.5,31.5,0.7181586623191833
cloud-cover_monthly-mean,-1.5,32.0,0.6875529885292053
cloud-cover_monthly-mean,-1.5,32.5,0.6864069700241089
cloud-cover_monthly-mean,-1.5,33.0,0.6859713792800903
cloud-cover_monthly-mean,-1.5,33.5,0.6791617274284363
cloud-cover_monthly-mean,-1.5,34.0,0.6790197491645813
cloud-cover_monthly-mean,-1.5,34.5,0.6561962366104126
cloud-cover_monthly-mean,-1.0,0.5,0.5935282707214355
cloud-cover_monthly-mean,-1.0,1.0,0.6005002856254578
cloud-cover_monthly-mean,-1.0,1.5,0.6069132685661316
cloud-cover_monthly-mean,-1.0,2.0,0.6121277213096619
cloud-cover_monthly-mean,-1.0,2.5,0.6223875880241394
cloud-cover_monthly-mean,-1.0,3.0,0.6297531723976135
cloud-cover_monthly-mean,-1.0,3.5,0.6364933848381042
cloud-cover_monthly-mean,-1.0,4.0,0.6466219425201416
cloud-cover_monthly-mean,-1.0,4.5,0.6546656489372253
cloud-cover_monthly-mean,-1.0,5.0,0.6707565784454346
cloud-cover_monthly-mean,-1.0,5.5,0.6801320910453796
cloud-cover_monthly-mean,-1.0,6.0,0.6966724991798401
cloud-cover_monthly-mean,-1.0,6.5,0.7035595774650574
cloud-cover_monthly-mean,-1.0,7.0,0.7173524498939514
cloud-cover_monthly-mean,-1.0,7.5,0.7275376319885254
cloud-cover_monthly-mean,-1.0,8.0,0.7462555766105652
cloud-cover_monthly-mean,-1.0,8.5,0.7618517279624939
cloud-cover_monthly-mean,-1.0,9.0,0.8223499059677124
cloud-cover_monthly-mean,-1.0,9.5,0.8581300377845764
cloud-cover_monthly-mean,-1.0,10.0,0.8605632781982422
cloud-cover_monthly-mean,-1.0,10.5,0.8821617960929871
cloud-cover_monthly-mean,-1.0,11.0,0.8900740742683411
cloud-cover_monthly-mean,-1.0,11.5,0.8532296419143677
cloud-cover_monthly-mean,-1.0,12.0,0.8214080333709717
cloud-cover_monthly-mean,-1.0,12.5,0.8217195868492126
cloud-cover_monthly-mean,-1.0,13.0,0.8146500587463379
cloud-cover_monthly-mean,-1.0,13.5,0.8241071105003357
cloud-cover_monthly-mean,-1.0,14.0,0.8177805542945862
cloud-cover_monthly-mean,-1.0,14.5,0.7960677146911621
cloud-cover_monthly-mean,-1.0,15.0,0.794265627861023
cloud-cover_monthly-mean,-1.0,15.5,0.7961834669113159
cloud-cover_monthly-mean,-1.0,16.0,0.8059213757514954
cloud-cover_monthly-mean,-1.0,16.5,0.8144326210021973
cloud-cover_monthly-mean,-1.0,17.0,0.8104196190834045
cloud-cover_monthly-mean,-1.0,17.5,0.8185126781463623
cloud-cover_monthly-mean,-1.0,18.0,0.8156729340553284
cloud-cover_monthly-mean,-1.0,18.5,0.8313820958137512
cloud-cover_monthly-mean,-1.0,19.0,0.8262192010879517
cloud-cover_monthly-mean,-1.0,19.5,0.8217151165008545
cloud-cover_monthly-mean,-1.0,20.0,0.8171137571334839
cloud-cover_monthly-mean,-1.0,20.5,0.8245621919631958
cloud-cover_monthly-mean,-1.0,21.0,0.825959324836731
cloud-cover_monthly-mean,-1.0,21.5,0.8315092921257019
cloud-cover_monthly-mean,-1.0,22.0,0.8341382145881653
cloud-cover_monthly-mean,-1.0,22.5,0.8328566551208496
cloud-cover_monthly-mean,-1.0,23.0,0.8424702882766724
cloud-cover_monthly-mean,-1.0,23.5,0.8502010107040405
cloud-cover_monthly-mean,-1.0,24.0,0.8542013764381409
cloud-cover_monthly-mean,-1.0,24.5,0.8560147881507874
cloud-cover_monthly-mean,-1.0,25.0,0.8618113398551941
cloud-cover_monthly-mean,-1.0,25.5,0.8615772724151611
cloud-cover_monthly-mean,-1.0,26.0,0.8631933331489563
cloud-cover_monthly-mean,-1.0,26.5,0.8609026074409485
cloud-cover_monthly-mean,-1.0,27.0,0.8581223487854004
cloud-cover_monthly-mean,-1.0,27.5,0.8446537852287292
cloud-cover_monthly-mean,-1.0,28.0,0.8279342651367188
cloud-cover_monthly-mean,-1.0,28.5,0.8251413702964783
cloud-cover_monthly-mean,-1.0,29.0,0.7806290984153748
cloud-cover_monthly-mean,-1.0,29.5,0.7746073603630066
cloud-cover_monthly-mean,-1.0,30.0,0.7468844056129456
cloud-cover_monthly-mean,-1.0,30.5,0.7331968545913696
cloud-cover_monthly-mean,-1.0,31.0,0.7187382578849792
cloud-cover_monthly-mean,-1.0,31.5,0.7174444794654846
cloud-cover_monthly-mean,-1.0,32.0,0.7067652940750122
cloud-cover_monthly-mean,-1.0,32.5,0.7089172005653381
cloud-cover_monthly-mean,-1.0,33.0,0.7084444761276245
cloud-cover_monthly-mean,-1.0,33.5,0.7012075781822205
cloud-cover_monthly-mean,-1.0,34.0,0.6853342652320862
cloud-cover_monthly-mean,-1.0,34.5,0.691783607006073
cloud-cover_monthly-mean,-0.5,0.5,0.591971755027771
cloud-cover_monthly-mean,-0.5,1.0,0.603348970413208
cloud-cover_monthly-mean,-0.5,1.5,0.6151718497276306
cloud-cover_monthly-mean,-0.5,2.0,0.6239932179450989
cloud-cover_monthly-mean,-0.5,2.5,0.625899612903595
cloud-cover_monthly-mean,-0.5,3.0,0.6353539228439331
cloud-cover_monthly-mean,-0.5,3.5,0.6439009308815002
cloud-cover_monthly-mean,-0.5,4.0,0.6538863182067871
cloud-cover_monthly-mean,-0.5,4.5,0.6616264581680298
cloud-cover_monthly-mean,-0.5,5.0,0.6749501824378967
cloud-cover_monthly-mean,-0.5,5.5,0.6889412999153137
cloud-cover_monthly-mean,-0.5,6.0,0.7041959762573242
cloud-cover_monthly-mean,-0.5,6.5,0.72041255235672
cloud-cover_monthly-mean,-0.5,7.0,0.7283008694648743
cloud-cover_monthly-mean,-0.5,7.5,0.739574134349823
cloud-cover_monthly-mean,-0.5,8.0,0.7482742071151733
cloud-cover_monthly-mean,-0.5,8.5,0.7589125633239746
cloud-cover_monthly-mean,-0.5,9.0,0.7963336110115051
cloud-cover_monthly-mean,-0.5,9.5,0.8749256134033203
cloud-cover_monthly-mean,-0.5,10.0,0.8750721216201782
cloud-cover_monthly-mean,-0.5,10.5,0.8787949085235596
cloud-cover_monthly-mean,-0.5,11.0,0.8902175426483154
cloud-cover_monthly-mean,-0.5,11.5,0.8372673988342285
cloud-cover_monthly-mean,-0.5,12.0,0.8240962028503418
cloud-cover_monthly-mean,-0.5,12.5,0.8236079216003418
cloud-cover_monthly-mean,-0.5,13.0,0.82647705078125
cloud-cover_monthly-mean,-0.5,13.5,0.8189992308616638
cloud-cover_monthly-mean,-0.5,14.0,0.8169661164283752
cloud-cover_monthly-mean,-0.5,14.5,0.8098261952400208
cloud-cover_monthly-mean,-0.5,15.0,0.8043594360351562
cloud-cover_monthly-mean,-0.5,15.5,0.8070133924484253
cloud-cover_monthly-mean,-0.5,16.0,0.8163138031959534
cloud-cover_monthly-mean,-0.5,16.5,0.8236865997314453
cloud-cover_monthly-mean,-0.5,17.0,0.8207669258117676
cloud-cover_monthly-mean,-0.5,17.5,0.8117499351501465
cloud-cover_monthly-mean,-0.5,18.0,0.7974857091903687
cloud-cover_monthly-mean,-0.5,18.5,0.8237153887748718
cloud-cover_monthly-mean,-0.5,19.0,0.8275982737541199
cloud-cover_monthly-mean,-0.5,19.5,0.8213964104652405
cloud-cover_monthly-mean,-0.5,20.0,0.8215072154998779
cloud-cover_monthly-mean,-0.5,20.5,0.8254895210266113
cloud-cover_monthly-mean,-0.5,21.0,0.8245550990104675
cloud-cover_monthly-mean,-0.5,21.5,0.8316964507102966
cloud-cover_monthly-mean,-0.5,22.0,0.8326939940452576
cloud-cover_monthly-mean,-0.5,22.5,0.831072211265564
cloud-cover_monthly-mean,-0.5,23.0,0.8373591899871826
cloud-cover_monthly-mean,-0.5,23.5,0.8468529582023621
cloud-cover_monthly-mean,-0.5,24.0,0.8528619408607483
cloud-cover_monthly-mean,-0.5,24.5,0.8599027991294861
cloud-cover_monthly-mean,-0.5,25.0,0.8661280870437622
cloud-cover_monthly-mean,-0.5,25.5,0.8703120350837708
cloud-cover_monthly-mean,-0.5,26.0,0.872466504573822
cloud-cover_monthly-mean,-0.5,26.5,0.8662059307098389
cloud-cover_monthly-mean,-0.5,27.0,0.8696057200431824
cloud-cover_monthly-mean,-0.5,27.5,0.8657606840133667
cloud-cover_monthly-mean,-0.5,28.0,0.8542850017547607
cloud-cover_monthly-mean,-0.5,28.5,0.8461402654647827
cloud-cover_monthly-mean,-0.5,29.0,0.8343462944030762
cloud-cover_monthly-mean,-0.5,29.5,0.7458140254020691
cloud-cover_monthly-mean,-0.5,30.0,0.7537763118743896
cloud-cover_monthly-mean,-0.5,30.5,0.753718912601471
cloud-cover_monthly-mean,-0.5,31.0,0.7334749698638916
cloud-cover_monthly-mean,-0.5,31.5,0.7260701060295105
cloud-cover_monthly-mean,-0.5,32.0,0.7169522047042847
cloud-cover_monthly-mean,-0.5,32.5,0.7253528833389282
cloud-cover_monthly-mean,-0.5,33.0,0.726669430732727
cloud-cover_monthly-mean,-0.5,33.5,0.720413863658905
cloud-cover_monthly-mean,-0.5,34.0,0.7044206261634827
cloud-cover_monthly-mean,-0.5,34.5,0.6811553239822388
cloud-cover_monthly-mean,0.0,0.5,0.6025768518447876
cloud-cover_monthly-mean,0.0,1.0,0.6150351166725159
cloud-cover_monthly-mean,0.0,1.5,0.6235437393188477
cloud-cover_monthly-mean,0.0,2.0,0.6307020783424377
cloud-cover_monthly-mean,0.0,2.5,0.6384833455085754
cloud-cover_monthly-mean,0.0,3.0,0.6431724429130554
cloud-cover_monthly-mean,0.0,3.5,0.6519109010696411
cloud-cover_monthly-mean,0.0,4.0,0.6587960124015808
cloud-cover_monthly-mean,0.0,4.5,0.6683032512664795
cloud-cover_monthly-mean,0.0,5.0,0.6802287101745605
