variable,lat,lon,slope
evaporative-fraction_coldest-quarter,10.0,34.0,0.0016510215188775743
evaporative-fraction_coldest-quarter,10.0,34.5,0.0014617700307142166
evaporative-fraction_coldest-quarter,10.5,0.5,0.00023004572306360518
evaporative-fraction_coldest-quarter,10.5,1.0,0.00033116801863624935
evaporative-fraction_coldest-quarter,10.5,1.5,0.0004650347289584932
evaporative-fraction_coldest-quarter,10.5,2.0,0.0006012414537724995
evaporative-fraction_coldest-quarter,10.5,2.5,0.0007444719473520914
evaporative-fraction_coldest-quarter,10.5,3.0,0.0008865554063093094
evaporative-fraction_coldest-quarter,10.5,3.5,0.0008469135278747195
evaporative-fraction_coldest-quarter,10.5,4.0,0.0009249654554185412
evaporative-fraction_coldest-quarter,10.5,4.5,0.0011204034090042114
evaporative-fraction_coldest-quarter,10.5,5.0,0.001081848783152444
evaporative-fraction_coldest-quarter,10.5,5.5,0.001041810427393232
evaporative-fraction_coldest-quarter,10.5,6.0,0.0010666006377765109
evaporative-fraction_coldest-quarter,10.5,6.5,0.0011130051598662422
evaporative-fraction_coldest-quarter,10.5,7.0,0.0012965784186408633
evaporative-fraction_coldest-quarter,10.5,7.5,0.0016152975814683096
evaporative-fraction_coldest-quarter,10.5,8.0,0.0014454426155203863
evaporative-fraction_coldest-quarter,10.5,8.5,0.0012735284510112944
evaporative-fraction_coldest-quarter,10.5,9.0,0.0009731408208608627
evaporative-fraction_coldest-quarter,10.5,9.5,0.0006951642710538137
evaporative-fraction_coldest-quarter,10.5,10.0,0.0006129532342865353
evaporative-fraction_coldest-quarter,10.5,10.5,0.0005656843561501729
evaporative-fraction_coldest-quarter,10.5,11.0,0.0005300637511979965
evaporative-fraction_coldest-quarter,10.5,11.5,0.0004613745425428663
evaporative-fraction_coldest-quarter,10.5,12.0,0.00035960032116799125
evaporative-fraction_coldest-quarter,10.5,12.5,0.0002558959559315727
evaporative-fraction_coldest-quarter,10.5,13.0,0.00015217988263993034
evaporative-fraction_coldest-quarter,10.5,13.5,0.0001842438110283443
evaporative-fraction_coldest-quarter,10.5,14.0,0.00026157578187329425
evaporative-fraction_coldest-quarter,10.5,14.5,0.00032634607383183066
evaporative-fraction_coldest-quarter,10.5,15.0,0.00037825435754798705
evaporative-fraction_coldest-quarter,10.5,15.5,0.00035883193569523944
evaporative-fraction_coldest-quarter,10.5,16.0,0.0005072146831523803
evaporative-fraction_coldest-quarter,10.5,16.5,0.0008237212896347046
evaporative-fraction_coldest-quarter,10.5,17.0,0.0010723147009100232
evaporative-fraction_coldest-quarter,10.5,17.5,0.0011171331363064902
evaporative-fraction_coldest-quarter,10.5,18.0,0.0012338051483744667
evaporative-fraction_coldest-quarter,10.5,18.5,0.001374432196219762
evaporative-fraction_coldest-quarter,10.5,19.0,0.001421530686673664
evaporative-fraction_coldest-quarter,10.5,19.5,0.001375090153444381
evaporative-fraction_coldest-quarter,10.5,20.0,0.0013972776276724678
evaporative-fraction_coldest-quarter,10.5,20.5,0.0016253920538084846
evaporative-fraction_coldest-quarter,10.5,21.0,0.0019358733580225988
evaporative-fraction_coldest-quarter,10.5,21.5,0.002194021429334368
evaporative-fraction_coldest-quarter,10.5,22.0,0.002212751834165482
evaporative-fraction_coldest-quarter,10.5,22.5,0.0022290840390182674
evaporative-fraction_coldest-quarter,10.5,23.0,0.00167268958120119
evaporative-fraction_coldest-quarter,10.5,23.5,0.001227639615535736
evaporative-fraction_coldest-quarter,10.5,24.0,0.0008963613460461298
evaporative-fraction_coldest-quarter,10.5,24.5,0.0006256934610151109
evaporative-fraction_coldest-quarter,10.5,25.0,0.0005368863986361594
evaporative-fraction_coldest-quarter,10.5,25.5,0.0003986375938568796
evaporative-fraction_coldest-quarter,10.5,26.0,0.00024390606475727897
evaporative-fraction_coldest-quarter,10.5,26.5,0.00011158645862624757
evaporative-fraction_coldest-quarter,10.5,27.0,1.6818798723674956e-06
evaporative-fraction_coldest-quarter,10.5,27.5,-7.156300402822948e-05
evaporative-fraction_coldest-quarter,10.5,28.0,-3.4806629021962486e-05
evaporative-fraction_coldest-quarter,10.5,28.5,-0.0001578889787197113
evaporative-fraction_coldest-quarter,10.5,29.0,-0.0002538001253491356
evaporative-fraction_coldest-quarter,10.5,29.5,-0.00010829596292404902
evaporative-fraction_coldest-quarter,10.5,30.0,3.6956831103279476e-05
evaporative-fraction_coldest-quarter,10.5,30.5,0.0001220209967522394
evaporative-fraction_coldest-quarter,10.5,31.0,0.00020683095568702333
evaporative-fraction_coldest-quarter,10.5,31.5,0.0002758330887272244
evaporative-fraction_coldest-quarter,10.5,32.0,0.00039077230862208774
evaporative-fraction_coldest-quarter,10.5,32.5,0.0006593575789814903
evaporative-fraction_coldest-quarter,10.5,33.0,0.0009380862826392764
evaporative-fraction_coldest-quarter,10.5,33.5,0.0012201954211507526
evaporative-fraction_coldest-quarter,10.5,34.0,0.0012666396796703339
evaporative-fraction_coldest-quarter,10.5,34.5,0.0010773878367174238
evaporative-fraction_coldest-quarter,11.0,0.5,0.00012592439140592302
evaporative-fraction_coldest-quarter,11.0,1.0,0.0001943056427297138
evaporative-fraction_coldest-quarter,11.0,1.5,0.0002630959664072309
evaporative-fraction_coldest-quarter,11.0,2.0,0.0003988930866831825
evaporative-fraction_coldest-quarter,11.0,2.5,0.0004501172474452427
evaporative-fraction_coldest-quarter,11.0,3.0,0.00040932088380768184
evaporative-fraction_coldest-quarter,11.0,3.5,0.0003685234558014642
evaporative-fraction_coldest-quarter,11.0,4.0,0.0004465764477139427
evaporative-fraction_coldest-quarter,11.0,4.5,0.0006434926319689977
evaporative-fraction_coldest-quarter,11.0,5.0,0.0008404086388292766
evaporative-fraction_coldest-quarter,11.0,5.5,0.0009188534958021981
evaporative-fraction_coldest-quarter,11.0,6.0,0.0009453529048533666
evaporative-fraction_coldest-quarter,11.0,6.5,0.0012643968775158836
evaporative-fraction_coldest-quarter,11.0,7.0,0.0015851606925328572
evaporative-fraction_coldest-quarter,11.0,7.5,0.0019038795005707513
evaporative-fraction_coldest-quarter,11.0,8.0,0.0016912056044453665
evaporative-fraction_coldest-quarter,11.0,8.5,0.0013479846751406081
evaporative-fraction_coldest-quarter,11.0,9.0,0.0010047645441123416
evaporative-fraction_coldest-quarter,11.0,9.5,0.0007267879056079046
evaporative-fraction_coldest-quarter,11.0,10.0,0.0006445767801432382
evaporative-fraction_coldest-quarter,11.0,10.5,0.0005623660981655121
evaporative-fraction_coldest-quarter,11.0,11.0,0.0004918020928189868
evaporative-fraction_coldest-quarter,11.0,11.5,0.00042311341634818485
evaporative-fraction_coldest-quarter,11.0,12.0,0.00032135116912069775
evaporative-fraction_coldest-quarter,11.0,12.5,0.00021958954277492701
evaporative-fraction_coldest-quarter,11.0,13.0,0.0001168506486075265
evaporative-fraction_coldest-quarter,11.0,13.5,0.00014875776001385278
evaporative-fraction_coldest-quarter,11.0,14.0,0.00020112239179157073
evaporative-fraction_coldest-quarter,11.0,14.5,0.00025332940831070854
evaporative-fraction_coldest-quarter,11.0,15.0,0.00030523760332947685
evaporative-fraction_coldest-quarter,11.0,15.5,0.0002858150040819531
evaporative-fraction_coldest-quarter,11.0,16.0,0.0002660915432941346
evaporative-fraction_coldest-quarter,11.0,16.5,0.0002484644452730815
evaporative-fraction_coldest-quarter,11.0,17.0,0.0004949521805558885
evaporative-fraction_coldest-quarter,11.0,17.5,0.0005397704385575794
evaporative-fraction_coldest-quarter,11.0,18.0,0.0005845881643749419
evaporative-fraction_coldest-quarter,11.0,18.5,0.0006533563137054443
evaporative-fraction_coldest-quarter,11.0,19.0,0.000700454804159346
evaporative-fraction_coldest-quarter,11.0,19.5,0.0008599204676491873
evaporative-fraction_coldest-quarter,11.0,20.0,0.0010880348937852041
evaporative-fraction_coldest-quarter,11.0,20.5,0.001316149319921221
evaporative-fraction_coldest-quarter,11.0,21.0,0.0016266318658987682
evaporative-fraction_coldest-quarter,11.0,21.5,0.0019645735266662777
evaporative-fraction_coldest-quarter,11.0,22.0,0.0023025151874337874
evaporative-fraction_coldest-quarter,11.0,22.5,0.002398660140378135
evaporative-fraction_coldest-quarter,11.0,23.0,0.0018422655051662806
evaporative-fraction_coldest-quarter,11.0,23.5,0.0012834545757089341
evaporative-fraction_coldest-quarter,11.0,24.0,0.000726063691434406
evaporative-fraction_coldest-quarter,11.0,24.5,0.00045397052807467323
evaporative-fraction_coldest-quarter,11.0,25.0,0.0003651632439522516
evaporative-fraction_coldest-quarter,11.0,25.5,0.00027635578243505386
evaporative-fraction_coldest-quarter,11.0,26.0,0.00017106932188783373
evaporative-fraction_coldest-quarter,11.0,26.5,3.8749538362026215e-05
evaporative-fraction_coldest-quarter,11.0,27.0,3.8835663525831125e-05
evaporative-fraction_coldest-quarter,11.0,27.5,7.559257071642649e-05
evaporative-fraction_coldest-quarter,11.0,28.0,0.00011234890137399944
evaporative-fraction_coldest-quarter,11.0,28.5,-1.0733625718525478e-05
evaporative-fraction_coldest-quarter,11.0,29.0,-0.00018710518876711527
evaporative-fraction_coldest-quarter,11.0,29.5,-0.00036347675181570507
evaporative-fraction_coldest-quarter,11.0,30.0,-0.00029870175889560154
evaporative-fraction_coldest-quarter,11.0,30.5,-0.00021890675028165182
evaporative-fraction_coldest-quarter,11.0,31.0,-0.00015517412906601314
evaporative-fraction_coldest-quarter,11.0,31.5,-9.144257221903119e-05
evaporative-fraction_coldest-quarter,11.0,32.0,2.3495760701951525e-05
evaporative-fraction_coldest-quarter,11.0,32.5,0.0002920815632456825
evaporative-fraction_coldest-quarter,11.0,33.0,0.0005606673657894135
evaporative-fraction_coldest-quarter,11.0,33.5,0.0008326337805816105
evaporative-fraction_coldest-quarter,11.0,34.0,0.0008790780391011919
evaporative-fraction_coldest-quarter,11.0,34.5,0.0012836050064790815
evaporative-fraction_coldest-quarter,11.5,0.5,-2.616076242356073e-05
evaporative-fraction_coldest-quarter,11.5,1.0,4.222155326888674e-05
evaporative-fraction_coldest-quarter,11.5,1.5,0.00011060333677700587
evaporative-fraction_coldest-quarter,11.5,2.0,0.00019421978365807304
evaporative-fraction_coldest-quarter,11.5,2.5,0.00023848900482768105
evaporative-fraction_coldest-quarter,11.5,3.0,0.00019769264119012014
evaporative-fraction_coldest-quarter,11.5,3.5,0.00015689583406561897
evaporative-fraction_coldest-quarter,11.5,4.0,0.00023494758421466465
evaporative-fraction_coldest-quarter,11.5,4.5,0.00043186350237755546
evaporative-fraction_coldest-quarter,11.5,5.0,0.0006287798640273866
evaporative-fraction_coldest-quarter,11.5,5.5,0.0006910181116490137
evaporative-fraction_coldest-quarter,11.5,6.0,0.000717706446136747
evaporative-fraction_coldest-quarter,11.5,6.5,0.0010368211993149348
evaporative-fraction_coldest-quarter,11.5,7.0,0.0013575848369371322
evaporative-fraction_coldest-quarter,11.5,7.5,0.0016755923806201843
evaporative-fraction_coldest-quarter,11.5,8.0,0.0013351492761146454
evaporative-fraction_coldest-quarter,11.5,8.5,0.0009919286129020507
evaporative-fraction_coldest-quarter,11.5,9.0,0.0006507732683704013
evaporative-fraction_coldest-quarter,11.5,9.5,0.0006193396236215318
evaporative-fraction_coldest-quarter,11.5,10.0,0.0005371297399202982
evaporative-fraction_coldest-quarter,11.5,10.5,0.00045491896924518396
evaporative-fraction_coldest-quarter,11.5,11.0,0.0004085249134472438
evaporative-fraction_coldest-quarter,11.5,11.5,0.00038818660236540295
evaporative-fraction_coldest-quarter,11.5,12.0,0.0002864252421117964
evaporative-fraction_coldest-quarter,11.5,12.5,0.0001846634383712496
evaporative-fraction_coldest-quarter,11.5,13.0,3.93296636286236e-05
evaporative-fraction_coldest-quarter,11.5,13.5,-0.00012935591595513482
evaporative-fraction_coldest-quarter,11.5,14.0,-7.850144590650286e-05
evaporative-fraction_coldest-quarter,11.5,14.5,-2.6294429387365066e-05
evaporative-fraction_coldest-quarter,11.5,15.0,2.7191514770189922e-05
evaporative-fraction_coldest-quarter,11.5,15.5,0.0002912568549315135
evaporative-fraction_coldest-quarter,11.5,16.0,0.00027153348284108294
evaporative-fraction_coldest-quarter,11.5,16.5,0.0002518101107506525
evaporative-fraction_coldest-quarter,11.5,17.0,0.0002482198178768158
evaporative-fraction_coldest-quarter,11.5,17.5,0.0002930378984837305
evaporative-fraction_coldest-quarter,11.5,18.0,0.00033785562430109294
evaporative-fraction_coldest-quarter,11.5,18.5,0.00038908421993255615
evaporative-fraction_coldest-quarter,11.5,19.0,0.0004458427429199219
evaporative-fraction_coldest-quarter,11.5,19.5,0.0006276872896012805
evaporative-fraction_coldest-quarter,11.5,20.0,0.0008558017157372973
evaporative-fraction_coldest-quarter,11.5,20.5,0.0010839163192680904
evaporative-fraction_coldest-quarter,11.5,21.0,0.001394398333061309
evaporative-fraction_coldest-quarter,11.5,21.5,0.0017323403486183711
evaporative-fraction_coldest-quarter,11.5,22.0,0.0020702825415702094
evaporative-fraction_coldest-quarter,11.5,22.5,0.0022095624534856704
evaporative-fraction_coldest-quarter,11.5,23.0,0.0016534096073536645
evaporative-fraction_coldest-quarter,11.5,23.5,0.0010945999196597506
evaporative-fraction_coldest-quarter,11.5,24.0,0.0005383017872061048
evaporative-fraction_coldest-quarter,11.5,24.5,0.0003969549157080196
evaporative-fraction_coldest-quarter,11.5,25.0,0.00030814758723690395
evaporative-fraction_coldest-quarter,11.5,25.5,0.00021934039181187033
evaporative-fraction_coldest-quarter,11.5,26.0,0.00012016897311522849
evaporative-fraction_coldest-quarter,11.5,26.5,2.0601853196110043e-05
evaporative-fraction_coldest-quarter,11.5,27.0,3.095130835260664e-05
evaporative-fraction_coldest-quarter,11.5,27.5,6.770803814842586e-05
evaporative-fraction_coldest-quarter,11.5,28.0,0.0001044649009903272
evaporative-fraction_coldest-quarter,11.5,28.5,-1.8617537404809677e-05
evaporative-fraction_coldest-quarter,11.5,29.0,-0.00019498905610470542
evaporative-fraction_coldest-quarter,11.5,29.5,-0.00037136053045590717
evaporative-fraction_coldest-quarter,11.5,30.0,-0.00047078923810096017
evaporative-fraction_coldest-quarter,11.5,30.5,-0.00042366378364108856
evaporative-fraction_coldest-quarter,11.5,31.0,-0.0003599324928862708
evaporative-fraction_coldest-quarter,11.5,31.5,-0.00029620031515757245
evaporative-fraction_coldest-quarter,11.5,32.0,-0.00018126189353920164
evaporative-fraction_coldest-quarter,11.5,32.5,8.732346551758901e-05
evaporative-fraction_coldest-quarter,11.5,33.0,0.0003559096228508722
evaporative-fraction_coldest-quarter,11.5,33.5,0.0005404919031120482
evaporative-fraction_coldest-quarter,11.5,34.0,0.0006692966534977867
evaporative-fraction_coldest-quarter,11.5,34.5,0.0012024373170875366
evaporative-fraction_coldest-quarter,12.0,0.5,-0.00019137383926482428
evaporative-fraction_coldest-quarter,12.0,1.0,-0.00015085864634740919
evaporative-fraction_coldest-quarter,12.0,1.5,-8.944448615823473e-05
evaporative-fraction_coldest-quarter,12.0,2.0,-5.828394066719782e-06
evaporative-fraction_coldest-quarter,12.0,2.5,0.00012349745347386314
evaporative-fraction_coldest-quarter,12.0,3.0,0.00025176230285848893
evaporative-fraction_coldest-quarter,12.0,3.5,0.00021203110615412393
evaporative-fraction_coldest-quarter,12.0,4.0,0.0002900831223953338
evaporative-fraction_coldest-quarter,12.0,4.5,0.00048532106337093164
evaporative-fraction_coldest-quarter,12.0,5.0,0.0004145503931102298
evaporative-fraction_coldest-quarter,12.0,5.5,0.0003420905697913397
evaporative-fraction_coldest-quarter,12.0,6.0,0.0003671377365078245
evaporative-fraction_coldest-quarter,12.0,6.5,0.00042469240725040436
evaporative-fraction_coldest-quarter,12.0,7.0,0.0006138441108521961
evaporative-fraction_coldest-quarter,12.0,7.5,0.0009318513884430839
evaporative-fraction_coldest-quarter,12.0,8.0,0.0005914084613323212
evaporative-fraction_coldest-quarter,12.0,8.5,0.0004139160293908346
evaporative-fraction_coldest-quarter,12.0,9.0,0.0004021761318047841
evaporative-fraction_coldest-quarter,12.0,9.5,0.0003728207555555162
evaporative-fraction_coldest-quarter,12.0,10.0,0.00029061007357779003
evaporative-fraction_coldest-quarter,12.0,10.5,0.00031585902685210814
evaporative-fraction_coldest-quarter,12.0,11.0,0.0003769339195319584
evaporative-fraction_coldest-quarter,12.0,11.5,0.000356596318029222
evaporative-fraction_coldest-quarter,12.0,12.0,0.00025429124278681617
evaporative-fraction_coldest-quarter,12.0,12.5,6.592530934583573e-05
evaporative-fraction_coldest-quarter,12.0,13.0,-0.00012298753218991417
evaporative-fraction_coldest-quarter,12.0,13.5,-0.0002930198485652606
evaporative-fraction_coldest-quarter,12.0,14.0,-0.00045675735565878093
evaporative-fraction_coldest-quarter,12.0,14.5,-0.0005125283662761961
evaporative-fraction_coldest-quarter,12.0,15.0,-0.00045904242211864104
evaporative-fraction_coldest-quarter,12.0,15.5,-9.996408507937476e-05
evaporative-fraction_coldest-quarter,12.0,16.0,0.00026040302500838326
evaporative-fraction_coldest-quarter,12.0,16.5,0.0003357127841029848
evaporative-fraction_coldest-quarter,12.0,17.0,0.00033212266862392426
evaporative-fraction_coldest-quarter,12.0,17.5,0.00037694039444128674
evaporative-fraction_coldest-quarter,12.0,18.0,0.0004409909070957274
evaporative-fraction_coldest-quarter,12.0,18.5,0.0005114530878407614
evaporative-fraction_coldest-quarter,12.0,19.0,0.0005682124091046198
evaporative-fraction_coldest-quarter,12.0,19.5,0.0006112660325708843
evaporative-fraction_coldest-quarter,12.0,20.0,0.0007005798674765087
evaporative-fraction_coldest-quarter,12.0,20.5,0.0009286944710073016
evaporative-fraction_coldest-quarter,12.0,21.0,0.001239175775221416
evaporative-fraction_coldest-quarter,12.0,21.5,0.001511782585155396
evaporative-fraction_coldest-quarter,12.0,22.0,0.0015883449287641615
evaporative-fraction_coldest-quarter,12.0,22.5,0.0016622702990259442
evaporative-fraction_coldest-quarter,12.0,23.0,0.0011061174528939383
evaporative-fraction_coldest-quarter,12.0,23.5,0.0007489541811602456
evaporative-fraction_coldest-quarter,12.0,24.0,0.0005934675711961019
evaporative-fraction_coldest-quarter,12.0,24.5,0.0004546486417807284
evaporative-fraction_coldest-quarter,12.0,25.0,0.00036584151287873584
evaporative-fraction_coldest-quarter,12.0,25.5,0.0002459390532402765
evaporative-fraction_coldest-quarter,12.0,26.0,0.00011566937679336183
evaporative-fraction_coldest-quarter,12.0,26.5,1.6102090566640805e-05
evaporative-fraction_coldest-quarter,12.0,27.0,-5.275886949329149e-05
evaporative-fraction_coldest-quarter,12.0,27.5,-9.521825926467065e-05
evaporative-fraction_coldest-quarter,12.0,28.0,-5.846147957657064e-05
evaporative-fraction_coldest-quarter,12.0,28.5,-0.0001815440731921366
evaporative-fraction_coldest-quarter,12.0,29.0,-0.0003196197281968558
evaporative-fraction_coldest-quarter,12.0,29.5,-0.00039738088491417104
evaporative-fraction_coldest-quarter,12.0,30.0,-0.00048079040078889755
evaporative-fraction_coldest-quarter,12.0,30.5,-0.0004390368592881021
evaporative-fraction_coldest-quarter,12.0,31.0,-0.00039679486127126786
evaporative-fraction_coldest-quarter,12.0,31.5,-0.0003384369026337351
evaporative-fraction_coldest-quarter,12.0,32.0,-0.0002234985697127524
evaporative-fraction_coldest-quarter,12.0,32.5,4.5087188482284546e-05
evaporative-fraction_coldest-quarter,12.0,33.0,6.163687933058966e-05
evaporative-fraction_coldest-quarter,12.0,33.5,-5.842851740973336e-06
evaporative-fraction_coldest-quarter,12.0,34.0,0.00012296172124998909
evaporative-fraction_coldest-quarter,12.0,34.5,0.00044807543357213336
evaporative-fraction_coldest-quarter,12.5,0.5,-0.00034867564127558754
evaporative-fraction_coldest-quarter,12.5,1.0,-0.00030816062575294857
evaporative-fraction_coldest-quarter,12.5,1.5,-0.0002676456989276977
evaporative-fraction_coldest-quarter,12.5,2.0,-0.00020536793661969047
evaporative-fraction_coldest-quarter,12.5,2.5,-7.604204473041352e-05
evaporative-fraction_coldest-quarter,12.5,3.0,5.3283802810169394e-05
evaporative-fraction_coldest-quarter,12.5,3.5,0.00018260956165336425
evaporative-fraction_coldest-quarter,12.5,4.0,0.0002116700190873373
evaporative-fraction_coldest-quarter,12.5,4.5,0.00013921081665016355
evaporative-fraction_coldest-quarter,12.5,5.0,6.675125942343756e-05
evaporative-fraction_coldest-quarter,12.5,5.5,-5.708031711124238e-06
evaporative-fraction_coldest-quarter,12.5,6.0,1.9755480544907706e-05
evaporative-fraction_coldest-quarter,12.5,6.5,7.730979649793534e-05
evaporative-fraction_coldest-quarter,12.5,7.0,0.00013486446724051521
evaporative-fraction_coldest-quarter,12.5,7.5,0.00019233088408197673
evaporative-fraction_coldest-quarter,12.5,8.0,0.00017970906836645942
evaporative-fraction_coldest-quarter,12.5,8.5,0.00016796943687257313
evaporative-fraction_coldest-quarter,12.5,9.0,0.0001562295392865226
evaporative-fraction_coldest-quarter,12.5,9.5,0.0001613251155331021
evaporative-fraction_coldest-quarter,12.5,10.0,0.0002224005403972807
evaporative-fraction_coldest-quarter,12.5,10.5,0.00028347596526145935
evaporative-fraction_coldest-quarter,12.5,11.0,0.00034455094663869766
evaporative-fraction_coldest-quarter,12.5,11.5,0.0002811854439122336
evaporative-fraction_coldest-quarter,12.5,12.0,9.227260237648372e-05
evaporative-fraction_coldest-quarter,12.5,12.5,-9.663997306710197e-05
evaporative-fraction_coldest-quarter,12.5,13.0,-0.00028555294764893394
evaporative-fraction_coldest-quarter,12.5,13.5,-0.00045324502778904777
evaporative-fraction_coldest-quarter,12.5,14.0,-0.0005246908403933048
evaporative-fraction_coldest-quarter,12.5,14.5,-0.0007807200863247825
evaporative-fraction_coldest-quarter,12.5,15.0,-0.0009410937449761798
evaporative-fraction_coldest-quarter,12.5,15.5,-0.0005823207043466114
evaporative-fraction_coldest-quarter,12.5,16.0,-0.00022195354991015931
evaporative-fraction_coldest-quarter,12.5,16.5,0.00013841395931584496
evaporative-fraction_coldest-quarter,12.5,17.0,0.00042126700282096863
evaporative-fraction_coldest-quarter,12.5,17.5,0.0004917293166120847
evaporative-fraction_coldest-quarter,12.5,18.0,0.0005621921625875291
evaporative-fraction_coldest-quarter,12.5,18.5,0.000632654165937787
evaporative-fraction_coldest-quarter,12.5,19.0,0.0006890058340061279
evaporative-fraction_coldest-quarter,12.5,19.5,0.0007320595461697805
evaporative-fraction_coldest-quarter,12.5,20.0,0.0007751127261491048
evaporative-fraction_coldest-quarter,12.5,20.5,0.0008181661722205934
evaporative-fraction_coldest-quarter,12.5,21.0,0.0008889761354242053
evaporative-fraction_coldest-quarter,12.5,21.5,0.0009655381242434183
evaporative-fraction_coldest-quarter,12.5,22.0,0.0010421006452469598
evaporative-fraction_coldest-quarter,12.5,22.5,0.0011171884834766388
evaporative-fraction_coldest-quarter,12.5,23.0,0.0009616438654207047
evaporative-fraction_coldest-quarter,12.5,23.5,0.0008061566345748446
evaporative-fraction_coldest-quarter,12.5,24.0,0.0006506704237489472
evaporative-fraction_coldest-quarter,12.5,24.5,0.0005017466554861692
evaporative-fraction_coldest-quarter,12.5,25.0,0.00037147687925469307
evaporative-fraction_coldest-quarter,12.5,25.5,0.00024120733585386047
evaporative-fraction_coldest-quarter,12.5,26.0,0.0001109377092992266
evaporative-fraction_coldest-quarter,12.5,26.5,1.1765680808041776e-05
evaporative-fraction_coldest-quarter,12.5,27.0,-5.709530696982428e-05
evaporative-fraction_coldest-quarter,12.5,27.5,-0.00012595628643231023
evaporative-fraction_coldest-quarter,12.5,28.0,-0.0001948172464922425
evaporative-fraction_coldest-quarter,12.5,28.5,-0.00026752981856199246
evaporative-fraction_coldest-quarter,12.5,29.0,-0.00018341662195910297
evaporative-fraction_coldest-quarter,12.5,29.5,-0.0004163725589889855
evaporative-fraction_coldest-quarter,12.5,30.0,-0.0004903096262188184
evaporative-fraction_coldest-quarter,12.5,30.5,-0.0004485562177641051
evaporative-fraction_coldest-quarter,12.5,31.0,-0.0004063150512852839
evaporative-fraction_coldest-quarter,12.5,31.5,-0.000364073674150166
evaporative-fraction_coldest-quarter,12.5,32.0,-0.0003474682259062926
evaporative-fraction_coldest-quarter,12.5,32.5,-0.0004149476243626504
evaporative-fraction_coldest-quarter,12.5,33.0,-0.00048242722238813125
evaporative-fraction_coldest-quarter,12.5,33.5,-0.0005499067760649181
evaporative-fraction_coldest-quarter,12.5,34.0,-0.00042110238046873185
evaporative-fraction_coldest-quarter,12.5,34.5,-9.59881359622592e-05
evaporative-fraction_coldest-quarter,13.0,0.5,-0.00028077388803164166
evaporative-fraction_coldest-quarter,13.0,1.0,-0.0002402581629298982
evaporative-fraction_coldest-quarter,13.0,1.5,-0.00015045179142838432
evaporative-fraction_coldest-quarter,13.0,2.0,-7.933746313764934e-05
evaporative-fraction_coldest-quarter,13.0,2.5,-0.00011361887057622273
evaporative-fraction_coldest-quarter,13.0,3.0,-2.519928273700532e-05
evaporative-fraction_coldest-quarter,13.0,3.5,0.00010412665350096566
evaporative-fraction_coldest-quarter,13.0,4.0,0.00013256622921852836
evaporative-fraction_coldest-quarter,13.0,4.5,6.010653894572031e-05
evaporative-fraction_coldest-quarter,13.0,5.0,4.303552919910067e-06
evaporative-fraction_coldest-quarter,13.0,5.5,-1.5226680608022779e-06
evaporative-fraction_coldest-quarter,13.0,6.0,4.018466210081464e-05
evaporative-fraction_coldest-quarter,13.0,6.5,9.773937719208852e-05
evaporative-fraction_coldest-quarter,13.0,7.0,0.00014881683247429986
evaporative-fraction_coldest-quarter,13.0,7.5,0.00019287495386032829
evaporative-fraction_coldest-quarter,13.0,8.0,0.00010732552480129969
evaporative-fraction_coldest-quarter,13.0,8.5,5.840634306271871e-05
evaporative-fraction_coldest-quarter,13.0,9.0,4.666613503581001e-05
evaporative-fraction_coldest-quarter,13.0,9.5,3.432065603278933e-05
evaporative-fraction_coldest-quarter,13.0,10.0,2.015783407148862e-05
evaporative-fraction_coldest-quarter,13.0,10.5,6.24216738201323e-05
evaporative-fraction_coldest-quarter,13.0,11.0,0.00012349703216126985
evaporative-fraction_coldest-quarter,13.0,11.5,5.9586550508226666e-05
evaporative-fraction_coldest-quarter,13.0,12.0,-0.0001293264462479523
evaporative-fraction_coldest-quarter,13.0,12.5,-0.00022461693290443645
evaporative-fraction_coldest-quarter,13.0,13.0,-3.898414295344126e-05
evaporative-fraction_coldest-quarter,13.0,13.5,-0.00011536785002265657
evaporative-fraction_coldest-quarter,13.0,14.0,-0.00027910500232662477
evaporative-fraction_coldest-quarter,13.0,14.5,-0.00040796026587486267
evaporative-fraction_coldest-quarter,13.0,15.0,-0.00050004172538008
evaporative-fraction_coldest-quarter,13.0,15.5,-0.00014157482378539585
evaporative-fraction_coldest-quarter,13.0,16.0,0.0002187925523945263
evaporative-fraction_coldest-quarter,13.0,16.5,0.0002777835442906334
evaporative-fraction_coldest-quarter,13.0,17.0,0.00026427950000479107
evaporative-fraction_coldest-quarter,13.0,17.5,0.00033474199119068324
evaporative-fraction_coldest-quarter,13.0,18.0,0.0004047980709444909
evaporative-fraction_coldest-quarter,13.0,18.5,0.00041044201879274276
evaporative-fraction_coldest-quarter,13.0,19.0,0.00043458509303274603
evaporative-fraction_coldest-quarter,13.0,19.5,0.00047763827301207037
evaporative-fraction_coldest-quarter,13.0,20.0,0.0005367001784699304
evaporative-fraction_coldest-quarter,13.0,20.5,0.0006437955335492179
evaporative-fraction_coldest-quarter,13.0,21.0,0.0006600487090292431
evaporative-fraction_coldest-quarter,13.0,21.5,0.0006686624671731675
evaporative-fraction_coldest-quarter,13.0,22.0,0.0007452247220845449
evaporative-fraction_coldest-quarter,13.0,22.5,0.0008214761369994708
evaporative-fraction_coldest-quarter,13.0,23.0,0.0008233909805615743
evaporative-fraction_coldest-quarter,13.0,23.5,0.0007464528261196045
evaporative-fraction_coldest-quarter,13.0,24.0,0.0005909658613659087
