eof,lat,lon,loading,variance_explained_pct
EOF1,-12.0,24.0,0.013554449193179607,99.758
EOF1,-12.0,24.5,0.013555209152400494,99.758
EOF1,-12.0,25.0,0.013555526733398438,99.758
EOF1,-12.0,25.5,0.013555853627622128,99.758
EOF1,-12.0,26.0,0.013556116260588169,99.758
EOF1,-12.0,26.5,0.01355606596916914,99.758
EOF1,-12.0,27.0,0.013555693440139294,99.758
EOF1,-12.0,27.5,0.013555328361690044,99.758
EOF1,-12.0,28.0,0.013554899953305721,99.758
EOF1,-12.0,28.5,0.013554158620536327,99.758
EOF1,-12.0,29.0,0.013553157448768616,99.758
EOF1,-12.0,29.5,0.013551941141486168,99.758
EOF1,-12.0,30.0,0.01355048269033432,99.758
EOF1,-12.0,30.5,0.013549776747822762,99.758
EOF1,-12.0,31.0,0.013548998162150383,99.758
EOF1,-12.0,31.5,0.013547489419579506,99.758
EOF1,-12.0,32.0,0.013546604663133621,99.758
EOF1,-12.0,32.5,0.013548875227570534,99.758
EOF1,-12.0,33.0,0.013550374656915665,99.758
EOF1,-12.0,33.5,0.013551614247262478,99.758
EOF1,-12.0,34.0,0.013552411459386349,99.758
EOF1,-12.0,34.5,0.013552334159612656,99.758
EOF1,-11.5,0.5,0.013537896797060966,99.758
EOF1,-11.5,1.0,0.013537130318582058,99.758
EOF1,-11.5,1.5,0.01353631354868412,99.758
EOF1,-11.5,2.0,0.013536670245230198,99.758
EOF1,-11.5,2.5,0.013536359183490276,99.758
EOF1,-11.5,3.0,0.013535936363041401,99.758
EOF1,-11.5,3.5,0.013535412028431892,99.758
EOF1,-11.5,4.0,0.013534137979149818,99.758
EOF1,-11.5,4.5,0.013533564284443855,99.758
EOF1,-11.5,5.0,0.013533279299736023,99.758
EOF1,-11.5,5.5,0.013532804325222969,99.758
EOF1,-11.5,6.0,0.013532356359064579,99.758
EOF1,-11.5,6.5,0.013531842269003391,99.758
EOF1,-11.5,7.0,0.013531186617910862,99.758
EOF1,-11.5,7.5,0.013529794290661812,99.758
EOF1,-11.5,8.0,0.013524312525987625,99.758
EOF1,-11.5,8.5,0.013517936691641808,99.758
EOF1,-11.5,9.0,0.01351072359830141,99.758
EOF1,-11.5,9.5,0.013505833223462105,99.758
EOF1,-11.5,10.0,0.01350628212094307,99.758
EOF1,-11.5,10.5,0.013506917282938957,99.758
EOF1,-11.5,11.0,0.013507151044905186,99.758
EOF1,-11.5,11.5,0.013514221645891666,99.758
EOF1,-11.5,12.0,0.013526180759072304,99.758
EOF1,-11.5,12.5,0.013535459525883198,99.758
EOF1,-11.5,13.0,0.013543475419282913,99.758
EOF1,-11.5,13.5,0.013552624732255936,99.758
EOF1,-11.5,14.0,0.013557692058384418,99.758
EOF1,-11.5,14.5,0.01355675421655178,99.758
EOF1,-11.5,15.0,0.013551796786487103,99.758
EOF1,-11.5,15.5,0.013553394936025143,99.758
EOF1,-11.5,16.0,0.01355381403118372,99.758
EOF1,-11.5,16.5,0.01355309970676899,99.758
EOF1,-11.5,17.0,0.013552216812968254,99.758
EOF1,-11.5,17.5,0.013553070835769176,99.758
EOF1,-11.5,18.0,0.013553452678024769,99.758
EOF1,-11.5,18.5,0.013553672470152378,99.758
EOF1,-11.5,19.0,0.013553628697991371,99.758
EOF1,-11.5,19.5,0.013553394004702568,99.758
EOF1,-11.5,20.0,0.013553103432059288,99.758
EOF1,-11.5,20.5,0.013552650809288025,99.758
EOF1,-11.5,21.0,0.013551062904298306,99.758
EOF1,-11.5,21.5,0.013550454750657082,99.758
EOF1,-11.5,22.0,0.013549740426242352,99.758
EOF1,-11.5,22.5,0.013548917137086391,99.758
EOF1,-11.5,23.0,0.013551157899200916,99.758
EOF1,-11.5,23.5,0.013552648946642876,99.758
EOF1,-11.5,24.0,0.013553904369473457,99.758
EOF1,-11.5,24.5,0.013554767705500126,99.758
EOF1,-11.5,25.0,0.013555132783949375,99.758
EOF1,-11.5,25.5,0.013555491343140602,99.758
EOF1,-11.5,26.0,0.013555812649428844,99.758
EOF1,-11.5,26.5,0.013555814512073994,99.758
EOF1,-11.5,27.0,0.013555481098592281,99.758
EOF1,-11.5,27.5,0.013555046170949936,99.758
EOF1,-11.5,28.0,0.013554557226598263,99.758
EOF1,-11.5,28.5,0.013553787022829056,99.758
EOF1,-11.5,29.0,0.013552498072385788,99.758
EOF1,-11.5,29.5,0.013550976291298866,99.758
EOF1,-11.5,30.0,0.013549217954277992,99.758
EOF1,-11.5,30.5,0.013548373244702816,99.758
EOF1,-11.5,31.0,0.013546769507229328,99.758
EOF1,-11.5,31.5,0.013544886372983456,99.758
EOF1,-11.5,32.0,0.01354391872882843,99.758
EOF1,-11.5,32.5,0.013546451926231384,99.758
EOF1,-11.5,33.0,0.013548851013183594,99.758
EOF1,-11.5,33.5,0.013550816103816032,99.758
EOF1,-11.5,34.0,0.013551582582294941,99.758
EOF1,-11.5,34.5,0.013551055453717709,99.758
EOF1,-11.0,0.5,0.01353699155151844,99.758
EOF1,-11.0,1.0,0.013536215759813786,99.758
EOF1,-11.0,1.5,0.01353538129478693,99.758
EOF1,-11.0,2.0,0.013535196892917156,99.758
EOF1,-11.0,2.5,0.013534877449274063,99.758
EOF1,-11.0,3.0,0.01353443693369627,99.758
EOF1,-11.0,3.5,0.013533652760088444,99.758
EOF1,-11.0,4.0,0.013533266261219978,99.758
EOF1,-11.0,4.5,0.01353330910205841,99.758
EOF1,-11.0,5.0,0.013532955199480057,99.758
EOF1,-11.0,5.5,0.013532400131225586,99.758
EOF1,-11.0,6.0,0.013531793840229511,99.758
EOF1,-11.0,6.5,0.013531215488910675,99.758
EOF1,-11.0,7.0,0.013530517928302288,99.758
EOF1,-11.0,7.5,0.013529671356081963,99.758
EOF1,-11.0,8.0,0.013524249196052551,99.758
EOF1,-11.0,8.5,0.013517948798835278,99.758
EOF1,-11.0,9.0,0.013510840013623238,99.758
EOF1,-11.0,9.5,0.0135066919028759,99.758
EOF1,-11.0,10.0,0.013507572002708912,99.758
EOF1,-11.0,10.5,0.013508136384189129,99.758
EOF1,-11.0,11.0,0.013508295640349388,99.758
EOF1,-11.0,11.5,0.01351154688745737,99.758
EOF1,-11.0,12.0,0.013522529043257236,99.758
EOF1,-11.0,12.5,0.013532626442611217,99.758
EOF1,-11.0,13.0,0.013540229760110378,99.758
EOF1,-11.0,13.5,0.013551939278841019,99.758
EOF1,-11.0,14.0,0.013557888567447662,99.758
EOF1,-11.0,14.5,0.013557366095483303,99.758
